"customer_key","customer_number","customer_name","customer_age","customer_type","active_months","total_sales","total_quantity","last_order","days_since_last_order","average_order_value","average_monthly_spend"
2525,AW00013524,Cheryl Blanco,41,REGULAR,10,4528,4,2013-04-16,24,2264.00,452.80
2526,AW00013525,Cassandra Van,42,VIP,12,4606,6,2013-05-20,21,2303.00,383.83
2527,AW00013526,Krystal Liu,41,VIP,12,4549,3,2013-06-18,22,2274.50,379.08
2528,AW00013527,Tonya Andersen,42,VIP,13,4529,4,2013-07-14,27,2264.50,348.38
2529,AW00013528,Carmen Lopez,42,VIP,14,4530,5,2013-08-19,22,2265.00,323.57
2530,AW00013529,Pamela Martinez,43,VIP,13,4615,5,2013-08-11,30,2307.50,355.00
2531,AW00013530,Krystal Chen,76,NEW,1,186,3,2013-09-14,26,186.00,186.00
2532,AW00013531,Tyrone Gutierrez,59,NEW,1,70,1,2013-09-05,5,70.00,70.00
2533,AW00013532,Melody Gill,53,NEW,1,7,2,2013-09-25,15,7.00,7.00
2534,AW00013533,Eduardo Butler,53,REGULAR,8,138,6,2013-12-08,2,69.00,17.25
2535,AW00013534,Beth Navarro,58,NEW,4,86,6,2013-12-02,8,43.00,21.50
2536,AW00013535,Omar Nara,60,NEW,3,59,6,2013-10-19,22,29.50,19.67
2537,AW00013536,Arianna Ward,50,VIP,24,5973,5,2013-12-21,20,2986.50,248.88
2538,AW00013537,Jill Moreno,60,VIP,25,5910,5,2013-12-22,19,2955.00,236.40
2539,AW00013538,Vanessa Henderson,49,VIP,34,5908,3,2013-12-04,6,2954.00,173.76
2540,AW00013539,Roger Guo,61,NEW,3,79,4,2013-10-29,12,39.50,26.33
2541,AW00013540,Paula Ortega,49,VIP,30,6528,9,2013-07-27,14,2176.00,217.60
2542,AW00013541,Ashlee Xu,59,VIP,29,6536,9,2013-06-30,10,2178.67,225.38
2543,AW00013542,Sharon Kumar,56,VIP,34,5943,4,2013-12-03,7,2971.50,174.79
2544,AW00013543,Phillip Rana,61,VIP,34,5923,5,2013-12-24,17,2961.50,174.21
2545,AW00013544,Joy Martin,44,REGULAR,7,108,6,2013-11-17,23,54.00,15.43
2546,AW00013545,Brad Sharma,50,VIP,35,5908,3,2013-12-12,29,2954.00,168.80
2547,AW00013546,Mitchell Jai,49,VIP,35,5918,4,2013-12-12,29,2959.00,169.09
2548,AW00013547,Michele Jimenez,45,NEW,2,84,5,2013-10-01,9,42.00,42.00
2549,AW00013548,Bridget Jai,49,VIP,35,5908,3,2013-12-27,14,2954.00,168.80
2550,AW00013549,Richard King,51,NEW,1,94,2,2013-05-01,9,94.00,94.00
2551,AW00013550,Joe Malhotra,51,NEW,1,70,1,2013-03-21,20,70.00,70.00
2552,AW00013551,Jacob Lee,50,REGULAR,11,5623,5,2013-10-31,10,1874.33,511.18
2553,AW00013552,Trevor Hughes,51,VIP,24,5922,4,2013-12-16,25,2961.00,246.75
2554,AW00013553,Jessica Coleman,45,VIP,12,5603,4,2013-11-18,22,1867.67,466.92
2555,AW00013554,Paula Moreno,50,REGULAR,11,5641,4,2013-11-02,8,1880.33,512.82
2556,AW00013555,Tammy Smith,45,VIP,22,6483,9,2013-10-02,8,2161.00,294.68
2557,AW00013556,Alisha Nath,50,VIP,23,6497,7,2013-11-18,22,2165.67,282.48
2558,AW00013557,Stacey Liu,50,REGULAR,8,4443,4,2013-07-26,15,2221.50,555.38
2559,AW00013558,Karen Lu,45,VIP,23,6500,6,2013-11-13,27,2166.67,282.61
2560,AW00013559,Lori Ramos,51,VIP,29,6508,7,2013-07-02,8,2169.33,224.41
2561,AW00013560,Andres Shan,45,VIP,30,6453,5,2013-08-24,17,2151.00,215.10
2562,AW00013561,Gary Navarro,50,REGULAR,8,4393,4,2013-07-04,6,2196.50,549.13
2563,AW00013562,Bryant Van,50,REGULAR,7,4369,2,2013-07-05,5,2184.50,624.14
2564,AW00013563,Phillip Sai,50,VIP,32,5948,5,2013-08-08,2,2974.00,185.88
2565,AW00013564,Sabrina Blanco,68,VIP,24,5932,6,2013-12-04,6,2966.00,247.17
2566,AW00013565,Tiffany Zhao,52,VIP,23,4775,4,2013-12-21,20,2387.50,207.61
2567,AW00013566,Mikael Sandberg,69,NEW,1,14,2,2013-06-23,17,14.00,14.00
2568,AW00013567,Anne Rubio,68,VIP,34,5935,4,2013-12-22,19,2967.50,174.56
2569,AW00013568,Max Jimenez,69,NEW,1,120,2,2013-02-18,20,120.00,120.00
2570,AW00013569,Marcus Hall,46,NEW,1,49,3,2013-05-31,10,49.00,49.00
2571,AW00013570,Benjamin Jackson,52,VIP,34,5948,5,2013-12-28,13,2974.00,174.94
2572,AW00013571,Allen Mehta,46,NEW,1,144,3,2013-01-28,13,144.00,144.00
2573,AW00013572,Shaun Deng,51,VIP,34,5945,4,2013-12-09,1,2972.50,174.85
2574,AW00013573,Edwin Pal,51,NEW,1,120,2,2013-05-13,28,120.00,120.00
2575,AW00013574,Brenda Garcia,52,NEW,1,40,2,2013-01-30,11,40.00,40.00
2576,AW00013575,Alicia Shen,75,VIP,19,9458,13,2013-08-03,7,2364.50,497.79
2577,AW00013576,Tamara Lal,64,VIP,30,8330,7,2013-06-21,19,2776.67,277.67
2578,AW00013577,Theodore Torres,74,VIP,19,9451,11,2013-08-16,25,2362.75,497.42
2579,AW00013578,Karl Nath,75,NEW,1,45,2,2014-01-15,26,45.00,45.00
2580,AW00013579,Alan Chen,68,VIP,32,7294,10,2013-11-18,22,1823.50,227.94
2581,AW00013580,Carol Xu,73,VIP,34,7285,7,2013-12-27,14,1821.25,214.26
2582,AW00013581,Albert Blanco,73,VIP,30,8375,8,2013-06-09,1,2791.67,279.17
2583,AW00013582,Martha Gao,73,REGULAR,7,78,4,2013-08-28,13,39.00,11.14
2584,AW00013583,Blake Butler,65,VIP,29,8375,8,2013-06-06,4,2791.67,288.79
2585,AW00013584,Isaiah Cox,61,VIP,31,8361,7,2013-07-26,15,2787.00,269.71
2586,AW00013585,Savannah Morris,61,VIP,30,8368,6,2013-07-19,22,2789.33,278.93
2587,AW00013586,Larry Alonso,61,REGULAR,8,98,4,2013-12-18,23,49.00,12.25
2588,AW00013587,Kristina Subram,65,NEW,1,79,3,2013-10-28,13,79.00,79.00
2589,AW00013588,Deb Dominguez,66,NEW,1,15,2,2013-11-16,24,15.00,15.00
2590,AW00013589,Cameron Smith,61,NEW,1,79,3,2013-08-20,21,79.00,79.00
2591,AW00013590,Louis Xie,67,VIP,31,8306,6,2013-07-22,19,2768.67,267.94
2592,AW00013591,Latasha Alonso,61,VIP,31,8355,9,2013-07-10,0,2785.00,269.52
2593,AW00013592,Gabriella Collins,62,VIP,20,9695,7,2013-08-11,30,2423.75,484.75
2594,AW00013593,Deanna Navarro,67,NEW,1,50,3,2013-12-15,26,50.00,50.00
2595,AW00013594,Jessica Williams,68,NEW,1,45,2,2013-07-28,13,45.00,45.00
2596,AW00013595,Cole Stewart,69,VIP,20,9391,9,2013-08-15,26,2347.75,469.55
2597,AW00013596,Billy Gomez,69,NEW,1,10,1,2013-02-10,0,10.00,10.00
2598,AW00013597,Lance Gutierrez,68,NEW,1,59,4,2013-08-19,22,59.00,59.00
2599,AW00013598,Keith Luo,63,NEW,1,50,3,2013-10-07,3,50.00,50.00
2600,AW00013599,Valerie Zhu,63,NEW,5,51,5,2013-09-30,10,25.50,10.20
2601,AW00013600,Marie Sanz,69,VIP,30,8460,11,2013-07-03,7,2820.00,282.00
2602,AW00013601,Tanya Dominguez,70,NEW,1,45,2,2014-01-03,7,45.00,45.00
2603,AW00013602,Virginia Mehta,70,VIP,29,8376,8,2013-06-30,10,2792.00,288.83
2604,AW00013603,Molly Martinez,70,NEW,3,134,6,2013-06-10,0,67.00,44.67
2605,AW00013604,Nuan Zheng,64,NEW,4,178,8,2014-01-19,22,89.00,44.50
2606,AW00013605,Gerrit Straatsma,70,VIP,19,9614,7,2013-08-01,9,2403.50,506.00
2607,AW00013606,Drew Sharma,71,VIP,33,7195,6,2013-12-27,14,1798.75,218.03
2608,AW00013607,Levi Rana,65,VIP,32,6464,5,2013-12-09,1,2154.67,202.00
2609,AW00013608,Karla Kumar,71,NEW,1,72,3,2013-10-12,29,72.00,72.00
2610,AW00013609,Ramon Yang,65,NEW,4,99,4,2013-11-17,23,49.50,24.75
2611,AW00013610,Omar Sharma,71,NEW,1,45,2,2013-03-21,20,45.00,45.00
2612,AW00013611,Marshall Huang,72,NEW,1,39,3,2014-01-05,5,39.00,39.00
2613,AW00013612,Hailey Ross,73,REGULAR,7,84,5,2013-12-26,15,42.00,12.00
2614,AW00013613,Derek Jai,44,NEW,5,105,4,2013-07-02,8,35.00,21.00
2615,AW00013614,Julie Becker,39,REGULAR,6,114,5,2013-10-16,25,38.00,19.00
2616,AW00013615,Jacquelyn Rowe,45,REGULAR,9,147,5,2013-10-23,18,49.00,16.33
2617,AW00013616,Cole Ramirez,44,VIP,16,6872,8,2013-11-07,3,2290.67,429.50
2618,AW00013617,Gerald Suri,44,REGULAR,10,142,5,2014-01-20,21,47.33,14.20
2619,AW00013618,Jay Raman,43,VIP,17,6763,4,2013-11-28,12,2254.33,397.82
2620,AW00013619,Arturo Xu,44,VIP,17,6808,8,2013-11-22,18,2269.33,400.47
2621,AW00013620,Damien Ye,44,VIP,17,6848,7,2013-11-13,27,2282.67,402.82
2622,AW00013621,Melody Ruiz,46,NEW,2,167,6,2013-09-09,1,55.67,83.50
2623,AW00013622,Alan Wang,46,VIP,16,6841,7,2013-11-01,9,2280.33,427.56
2624,AW00013623,Mitchell Carson,47,REGULAR,6,99,6,2013-12-18,23,33.00,16.50
2625,AW00013624,Nicole Long,46,REGULAR,11,119,4,2014-01-08,2,39.67,10.82
2626,AW00013625,Jason Campbell,41,VIP,16,6962,6,2013-10-29,12,2320.67,435.13
2627,AW00013626,Johnathan Madan,41,VIP,17,6909,9,2013-11-13,27,2303.00,406.41
2628,AW00013627,Natasha Rubio,48,REGULAR,9,214,6,2013-11-20,20,71.33,23.78
2629,AW00013628,Kaitlin Schmidt,46,REGULAR,6,191,6,2013-09-26,14,63.67,31.83
2630,AW00013629,Karla Yuan,47,VIP,16,6889,7,2013-11-19,21,2296.33,430.56
2631,AW00013630,Brenda Arun,48,VIP,18,6824,8,2013-12-02,8,2274.67,379.11
2632,AW00013631,Joe Subram,47,VIP,18,6817,8,2013-12-21,20,2272.33,378.72
2633,AW00013632,Cheryl Munoz,48,VIP,17,6838,5,2013-12-17,24,2279.33,402.24
2634,AW00013633,Juan Ramos,48,VIP,17,6803,6,2013-12-11,30,2267.67,400.18
2635,AW00013634,Alexis Russell,48,NEW,4,235,7,2013-12-24,17,78.33,58.75
2636,AW00013635,Kurt Deng,49,REGULAR,11,215,7,2013-12-26,15,71.67,19.55
2637,AW00013636,Jarrod Rodriguez,49,VIP,17,6831,5,2013-11-29,11,2277.00,401.82
2638,AW00013637,Victoria Cooper,47,VIP,17,6777,6,2013-12-22,19,2259.00,398.65
2639,AW00013638,Diana Alvarez,48,VIP,17,6832,7,2013-12-08,2,2277.33,401.88
2640,AW00013639,Colin Liang,48,NEW,5,189,5,2013-06-21,19,63.00,37.80
2641,AW00013640,Rachael Patel,49,REGULAR,8,71,5,2013-11-06,4,35.50,8.88
2642,AW00013641,Adrian Watson,50,NEW,3,144,6,2013-06-07,3,72.00,48.00
2643,AW00013642,Cassie Nara,49,NEW,1,80,3,2013-05-15,26,40.00,80.00
2644,AW00013643,Ronald Sai,49,VIP,17,6799,6,2013-12-02,8,2266.33,399.94
2645,AW00013644,Kristi Dominguez,50,VIP,18,6864,5,2013-12-23,18,2288.00,381.33
2646,AW00013645,Eugene He,49,VIP,17,6817,8,2013-12-16,25,2272.33,401.00
2647,AW00013646,Terry Yuan,44,VIP,17,6843,8,2013-12-05,5,2281.00,402.53
2648,AW00013647,Armando Alonso,50,VIP,18,6793,5,2013-12-21,20,2264.33,377.39
2649,AW00013648,Arturo Sharma,44,VIP,17,6765,5,2013-12-22,19,2255.00,397.94
2650,AW00013649,Rebekah Suarez,49,VIP,17,6812,7,2013-12-15,26,2270.67,400.71
2651,AW00013650,Jessie She,49,VIP,18,6768,5,2013-12-28,13,2256.00,376.00
2652,AW00013651,Jerry Sharma,48,VIP,18,6812,7,2013-12-20,21,2270.67,378.44
2653,AW00013652,Tamara Zeng,78,NEW,1,31,2,2013-05-08,2,31.00,31.00
2654,AW00013653,Tony Chander,79,VIP,13,4547,5,2013-06-05,5,2273.50,349.77
2655,AW00013654,Shawn Andersen,79,NEW,1,57,2,2013-07-08,2,57.00,57.00
2656,AW00013655,Christopher Walker,74,NEW,1,22,1,2013-11-06,4,22.00,22.00
2657,AW00013656,Faith Howard,73,NEW,1,57,2,2013-07-14,27,57.00,57.00
2658,AW00013657,Kaylee Collins,79,VIP,14,4819,5,2013-06-06,4,2409.50,344.21
2659,AW00013658,Wyatt Bennett,79,VIP,14,4787,4,2013-06-23,17,2393.50,341.93
2660,AW00013659,Clayton Shan,78,NEW,1,66,3,2013-06-05,5,66.00,66.00
2661,AW00013660,Ethan Davis,78,NEW,3,4750,6,2013-08-14,27,2375.00,1583.33
2662,AW00013661,Andre Sara,44,VIP,31,5913,4,2013-08-06,4,2956.50,190.74
2663,AW00013662,Miguel Roberts,40,REGULAR,13,3021,3,2013-01-17,24,1510.50,232.38
2664,AW00013663,Melvin Tang,41,NEW,1,15,3,2013-02-02,8,15.00,15.00
2665,AW00013664,Larry Diaz,47,NEW,3,210,6,2013-10-26,15,105.00,70.00
2666,AW00013665,Kristi Randall,41,REGULAR,6,84,5,2014-01-14,27,42.00,14.00
2667,AW00013666,Teresa Ruiz,46,VIP,32,5900,3,2013-12-05,5,2950.00,184.38
2668,AW00013667,Andres Deng,47,REGULAR,14,3001,3,2013-02-16,22,1500.50,214.36
2669,AW00013668,Stanley Martinez,51,REGULAR,11,114,5,2013-12-07,3,38.00,10.36
2670,AW00013669,Kristy Gill,57,REGULAR,9,129,5,2014-01-18,23,43.00,14.33
2671,AW00013670,Brittney Zeng,56,REGULAR,10,178,5,2013-12-02,8,59.33,17.80
2672,AW00013671,Frank Ramos,46,NEW,1,135,4,2014-01-28,13,135.00,135.00
2673,AW00013672,Benjamin Davis,40,NEW,1,120,2,2013-06-27,13,120.00,120.00
2674,AW00013673,Sandra He,39,NEW,1,94,2,2013-11-17,23,94.00,94.00
2675,AW00013674,Drew Shen,40,NEW,1,148,3,2013-05-05,5,148.00,148.00
2676,AW00013675,Stanley Sai,40,NEW,5,215,8,2013-11-08,2,107.50,43.00
2677,AW00013676,George Kapoor,39,NEW,5,69,4,2013-08-20,21,34.50,13.80
2678,AW00013677,Brian Albrecht,42,NEW,1,40,2,2014-01-04,6,40.00,40.00
2679,AW00013678,Warren Goel,46,VIP,30,5933,3,2013-08-22,19,2966.50,197.77
2680,AW00013679,Sandra Li,46,VIP,30,5933,3,2013-08-01,9,2966.50,197.77
2681,AW00013680,Jan Watson,45,VIP,30,5948,5,2013-08-06,4,2974.00,198.27
2682,AW00013681,Adam Hall,46,NEW,1,75,3,2013-10-01,9,75.00,75.00
2683,AW00013682,Fernando Lopez,47,NEW,1,15,3,2013-06-13,27,15.00,15.00
2684,AW00013683,Sheila Torres,46,NEW,1,90,3,2013-10-13,28,90.00,90.00
2685,AW00013684,Francis Dominguez,42,NEW,1,40,2,2013-11-29,11,40.00,40.00
2686,AW00013685,Briana Torres,41,VIP,28,6509,9,2013-08-25,16,2169.67,232.46
2687,AW00013686,Peter Jai,46,VIP,29,6493,4,2013-09-06,4,2164.33,223.90
2688,AW00013687,Mario Xie,46,VIP,31,5873,2,2013-08-28,13,2936.50,189.45
2689,AW00013688,Ruben Sanchez,47,NEW,1,27,2,2013-06-29,11,27.00,27.00
2690,AW00013689,Teresa Ramos,47,VIP,31,5898,2,2013-08-24,17,2949.00,190.26
2691,AW00013690,Claudia Gao,48,VIP,33,7162,6,2013-11-06,4,2387.33,217.03
2692,AW00013691,Ariana Bailey,42,VIP,31,5977,5,2013-08-28,13,2988.50,192.81
2693,AW00013692,Curtis Li,42,NEW,1,25,1,2013-10-23,18,25.00,25.00
2694,AW00013693,Dominic Gonzalez,49,VIP,34,7171,6,2013-12-05,5,2390.33,210.91
2695,AW00013694,Savannah Gray,43,REGULAR,6,106,5,2013-09-30,10,53.00,17.67
2696,AW00013695,Christian Clark,49,NEW,1,35,1,2013-06-18,22,35.00,35.00
2697,AW00013696,Katherine Edwards,48,NEW,1,49,3,2013-02-21,17,49.00,49.00
2698,AW00013697,J├®sus Munoz,49,VIP,29,6485,7,2013-08-31,10,2161.67,223.62
2699,AW00013698,Catherine Sanchez,49,NEW,1,32,3,2013-02-20,18,32.00,32.00
2700,AW00013699,Rachel Alexander,45,NEW,1,76,2,2013-10-15,26,76.00,76.00
2701,AW00013700,Evan Howard,45,VIP,20,4526,4,2013-12-26,15,2263.00,226.30
2702,AW00013701,Haley Scott,45,REGULAR,9,170,10,2014-01-18,23,42.50,18.89
2703,AW00013702,Jessie Suarez,46,VIP,19,4479,3,2013-12-04,6,2239.50,235.74
2704,AW00013703,Mackenzie Sanders,46,NEW,1,75,3,2013-05-06,4,75.00,75.00
2705,AW00013704,Victoria Davis,45,REGULAR,13,2737,4,2013-06-07,3,1368.50,210.54
2706,AW00013705,Blake Mitchell,45,REGULAR,16,3018,3,2013-08-23,18,1509.00,188.63
2707,AW00013706,Kaitlyn Peterson,45,NEW,1,2337,4,2013-11-28,12,2337.00,2337.00
2708,AW00013707,Austin Smith,44,NEW,5,190,9,2014-01-23,18,47.50,38.00
2709,AW00013708,Jennifer Bennett,54,REGULAR,11,161,9,2014-01-10,0,40.25,14.64
2710,AW00013709,Zachary Robinson,42,NEW,1,2332,3,2013-11-11,29,2332.00,2332.00
2711,AW00013710,Destiny Harris,53,NEW,1,2341,3,2013-10-30,11,2341.00,2341.00
2712,AW00013711,Thomas Mitchell,53,NEW,1,2381,3,2013-11-16,24,2381.00,2381.00
2713,AW00013712,Nancy Martinez,54,VIP,20,4504,3,2013-12-17,24,2252.00,225.20
2714,AW00013713,Alexander Walker,54,VIP,19,4828,5,2013-12-20,21,2414.00,254.11
2715,AW00013714,Amanda Ward,66,REGULAR,15,3033,5,2013-08-09,1,1516.50,202.20
2716,AW00013715,Eduardo Sanchez,61,REGULAR,15,2779,4,2013-09-14,26,1389.50,185.27
2717,AW00013716,Brandon Jai,67,REGULAR,16,3078,5,2013-09-18,22,1539.00,192.38
2718,AW00013717,Audrey Gill,67,NEW,1,75,3,2013-05-17,24,75.00,75.00
2719,AW00013718,Marcus Barnes,66,REGULAR,16,3062,3,2013-09-23,17,1531.00,191.38
2720,AW00013719,Isaac Carter,65,NEW,1,1129,2,2013-05-26,15,1129.00,1129.00
2721,AW00013720,Cameron Johnson,65,NEW,1,1155,2,2013-09-13,27,1155.00,1155.00
2722,AW00013721,Lucas Howard,60,REGULAR,16,2787,5,2013-09-30,10,1393.50,174.19
2723,AW00013722,Luke Campbell,65,REGULAR,16,3102,6,2013-10-17,24,1551.00,193.88
2724,AW00013723,Leonard Raje,60,NEW,1,75,3,2013-11-01,9,75.00,75.00
2725,AW00013724,Charles Thompson,66,VIP,18,4477,2,2013-12-08,2,2238.50,248.72
2726,AW00013725,Nathan Henderson,60,VIP,19,4533,4,2013-12-20,21,2266.50,238.58
2727,AW00013726,Austin Lewis,66,VIP,18,4501,4,2013-12-13,28,2250.50,250.06
2728,AW00013727,Paula Rubio,54,NEW,1,81,3,2013-12-10,0,81.00,81.00
2729,AW00013728,Taylor Stewart,64,VIP,19,4879,6,2013-12-26,15,2439.50,256.79
2730,AW00013729,Jason Li,64,VIP,18,4884,5,2013-11-30,10,2442.00,271.33
2731,AW00013730,Walter Suarez,64,VIP,19,4571,5,2013-12-15,26,2285.50,240.58
2732,AW00013731,Jan James,65,NEW,1,22,1,2014-01-23,18,22.00,22.00
2733,AW00013732,Julian Isla,54,REGULAR,7,109,5,2013-08-25,16,36.33,15.57
2734,AW00013733,Sydney Collins,63,VIP,19,4554,4,2013-12-05,5,2277.00,239.68
2735,AW00013734,Kristi Gonzalez,53,VIP,18,4523,6,2013-12-04,6,2261.50,251.28
2736,AW00013735,Dennis Guo,64,VIP,19,4517,4,2013-12-28,13,2258.50,237.74
2737,AW00013736,Cole Rivera,47,VIP,19,4479,3,2013-12-19,22,2239.50,235.74
2738,AW00013737,Garrett Sanders,63,NEW,1,39,4,2013-07-01,9,39.00,39.00
2739,AW00013738,Jose Young,64,NEW,1,22,1,2014-01-16,25,22.00,22.00
2740,AW00013739,Jason Coleman,63,NEW,1,72,2,2013-08-24,17,72.00,72.00
2741,AW00013740,Jada Ramirez,62,NEW,1,57,2,2013-08-29,12,57.00,57.00
2742,AW00013741,Haley Morgan,62,REGULAR,7,2951,2,2013-01-08,2,1475.50,421.57
2743,AW00013742,Benjamin Ross,62,REGULAR,7,2988,5,2013-01-26,15,1494.00,426.86
2744,AW00013743,Isabella Anderson,62,NEW,1,2350,2,2013-11-07,3,2350.00,2350.00
2745,AW00013744,Alvin Andersen,57,REGULAR,6,2959,3,2013-01-23,18,1479.50,493.17
2746,AW00013745,Andrew Robinson,63,REGULAR,6,3282,5,2013-01-09,1,1641.00,547.00
2747,AW00013746,Janelle Madan,63,REGULAR,7,3249,5,2013-01-23,18,1624.50,464.14
2748,AW00013747,Brian Torres,51,REGULAR,6,3045,4,2013-01-20,21,1522.50,507.50
2749,AW00013748,Jos├® Martinez,56,NEW,1,72,2,2013-04-20,20,72.00,72.00
2750,AW00013749,Julio Alonso,56,NEW,1,22,1,2013-06-24,16,22.00,22.00
2751,AW00013750,Raymond Sai,62,NEW,1,72,2,2013-06-08,2,72.00,72.00
2752,AW00013751,Allison Rivera,61,REGULAR,7,225,9,2013-12-27,14,75.00,32.14
2753,AW00013752,Isabella Parker,62,NEW,1,24,2,2013-08-14,27,24.00,24.00
2754,AW00013753,Rebecca Nicholls,62,NEW,1,85,3,2014-01-28,13,85.00,85.00
2755,AW00013754,Paige Peterson,61,NEW,1,57,2,2013-12-18,23,57.00,57.00
2756,AW00013755,Luke Roberts,55,NEW,1,46,4,2013-12-03,7,46.00,46.00
2757,AW00013756,Kaylee Young,61,NEW,4,298,13,2013-06-22,18,74.50,74.50
2758,AW00013757,Jordyn Griffin,61,NEW,1,87,3,2013-08-06,4,87.00,87.00
2759,AW00013758,Alexandria Bell,61,REGULAR,11,284,10,2013-12-17,24,71.00,25.82
2760,AW00013759,Jackson Scott,60,NEW,1,101,4,2013-04-03,7,101.00,101.00
2761,AW00013760,Brian Cooper,61,REGULAR,7,198,11,2014-01-03,7,49.50,28.29
2762,AW00013761,Logan Powell,60,NEW,1,46,2,2013-06-24,16,46.00,46.00
2763,AW00013762,Gavin Long,61,REGULAR,10,230,12,2014-01-05,5,57.50,23.00
2764,AW00013763,Stephanie Richardson,60,NEW,1,31,2,2013-09-10,0,31.00,31.00
2765,AW00013764,Stephanie Parker,52,NEW,1,75,3,2013-03-17,24,75.00,75.00
2766,AW00013765,Jaime Shen,51,VIP,34,7152,5,2013-12-28,13,2384.00,210.35
2767,AW00013766,Joe Gill,52,REGULAR,14,3001,3,2013-03-01,9,1500.50,214.36
2768,AW00013767,Linda Jimenez,51,VIP,33,5910,5,2013-12-13,28,2955.00,179.09
2769,AW00013768,Ross Munoz,46,VIP,22,5064,4,2013-11-09,1,1688.00,230.18
2770,AW00013769,Brendan Kumar,51,VIP,23,5086,5,2013-11-22,18,1695.33,221.13
2771,AW00013770,Gerald Moreno,51,VIP,30,6428,5,2013-10-04,6,2142.67,214.27
2772,AW00013771,Victor Moreno,46,VIP,30,6535,10,2013-10-15,26,2178.33,217.83
2773,AW00013772,Michele Perez,51,VIP,31,5928,3,2013-09-20,20,2964.00,191.23
2774,AW00013773,Dana Blanco,53,NEW,1,42,3,2013-07-10,0,42.00,42.00
2775,AW00013774,Steve Guo,53,VIP,20,4392,4,2013-01-05,5,2196.00,219.60
2776,AW00013775,Patricia Subram,47,NEW,1,69,3,2013-12-19,22,69.00,69.00
2777,AW00013776,Miguel Carter,94,NEW,1,71,4,2013-03-16,25,35.50,71.00
2778,AW00013777,Manuel Perez,52,VIP,34,7147,7,2013-12-27,14,2382.33,210.21
2779,AW00013778,Roger Huang,52,VIP,21,4397,3,2013-01-25,16,2198.50,209.38
2780,AW00013779,Manuel Garcia,53,REGULAR,16,3063,6,2013-04-18,22,1531.50,191.44
2781,AW00013780,Monica Perez,53,NEW,1,59,2,2013-11-24,16,59.00,59.00
2782,AW00013781,Dominique Patel,53,NEW,1,110,5,2013-06-18,22,55.00,110.00
2783,AW00013782,Kelli Lu,47,VIP,30,6512,9,2013-10-15,26,2170.67,217.07
2784,AW00013783,Logan Wright,53,VIP,30,5955,4,2013-09-08,2,2977.50,198.50
2785,AW00013784,Spencer Griffin,54,VIP,34,7138,4,2013-12-23,18,2379.33,209.94
2786,AW00013785,Clayton She,54,NEW,2,122,8,2013-06-17,23,61.00,61.00
2787,AW00013786,Jon Chavez,53,NEW,1,5,1,2013-08-04,6,5.00,5.00
2788,AW00013787,Glenn Cai,53,NEW,1,60,2,2013-05-16,25,60.00,60.00
2789,AW00013788,Kari Fernandez,48,REGULAR,7,201,7,2013-10-18,23,100.50,28.71
2790,AW00013789,Julie Shan,55,VIP,20,4397,3,2013-01-07,3,2198.50,219.85
2791,AW00013790,Nina Deng,55,VIP,21,4397,3,2013-02-03,7,2198.50,209.38
2792,AW00013791,Audrey Martin,54,NEW,4,108,6,2013-09-10,0,54.00,27.00
2793,AW00013792,Charles Taylor,55,VIP,34,7216,7,2013-12-22,19,2405.33,212.24
2794,AW00013793,Jason Gonzales,54,REGULAR,15,3021,3,2013-04-02,8,1510.50,201.40
2795,AW00013794,Mallory Martin,55,VIP,33,7212,9,2013-12-12,29,2404.00,218.55
2796,AW00013795,Carl Raje,56,VIP,22,4357,3,2013-03-03,7,2178.50,198.05
2797,AW00013796,Martha Zheng,56,NEW,1,40,2,2013-11-01,9,40.00,40.00
2798,AW00013797,Franklin Gao,51,NEW,1,7,2,2013-12-30,11,7.00,7.00
2799,AW00013798,Tammy Randall,57,NEW,2,137,6,2014-01-05,5,68.50,68.50
2800,AW00013799,Bryan Bailey,48,REGULAR,15,3010,4,2013-04-07,3,1505.00,200.67
2801,AW00013800,Logan Li,56,REGULAR,16,3262,3,2013-05-15,26,1631.00,203.88
2802,AW00013801,Colleen Andersen,56,REGULAR,16,3262,3,2013-05-21,20,1631.00,203.88
2803,AW00013802,Tina Subram,86,NEW,1,79,5,2013-02-22,16,79.00,79.00
2804,AW00013803,Krystal Zheng,85,NEW,1,186,3,2013-08-12,29,186.00,186.00
2805,AW00013804,Dawn Luo,50,NEW,1,27,2,2013-12-31,10,27.00,27.00
2806,AW00013805,Gabriel Hernandez,55,NEW,1,29,2,2013-05-29,12,29.00,29.00
2807,AW00013806,Bryant Mehta,56,REGULAR,16,3075,7,2013-05-28,13,1537.50,192.19
2808,AW00013807,Frederick Rana,55,VIP,22,4506,3,2013-04-02,8,2253.00,204.82
2809,AW00013808,Richard Perez,50,VIP,24,4406,4,2013-05-23,18,2203.00,183.58
2810,AW00013809,Lisa Zhou,56,NEW,1,114,4,2013-04-18,22,114.00,114.00
2811,AW00013810,Vanessa Barnes,56,NEW,1,53,3,2013-12-19,22,53.00,53.00
2812,AW00013811,Sandra Chen,57,REGULAR,17,3001,3,2013-06-28,12,1500.50,176.53
2813,AW00013812,Joanna Munoz,57,REGULAR,16,3262,3,2013-06-02,8,1631.00,203.88
2814,AW00013813,Kristen Sun,56,NEW,1,75,3,2013-03-03,7,75.00,75.00
2815,AW00013814,Sarah Walker,41,NEW,1,230,7,2013-04-13,27,115.00,230.00
